Time,MarkerID,Cam_X,Cam_Y,Cam_Z,Map_X,Map_Y,Map_Z
1770241754.55509,2,0.972687,-0.475012,2.75529,0.61897,-0.220602,1.73904
1770241723.89347,2,-0.401065,-0.436415,2.77863,0.618538,1.15315,1.69394
1770241771.57059,1,-0.152098,-0.185283,2.923,0.616579,0.904181,1.40427
1770241723.98551,1,-0.40718,-0.438692,2.775,0.616553,1.15926,1.69773
1770241771.60334,2,-0.347353,-0.439749,2.77367,0.615984,1.09944,1.69932
1770241762.53942,2,1.21494,-0.483053,2.74567,0.614919,-0.46286,1.75084
1770241724.3899,0,-0.151993,-0.185157,2.921,0.614789,0.904076,1.40517
1770241724.08755,1,-0.318581,-0.448709,2.76633,0.614199,1.07066,1.71076
1770241724.08759,2,-0.379699,-0.444077,2.769,0.614114,1.13178,1.70541
1770241724.11962,2,-0.376034,-0.441707,2.77,0.613784,1.12812,1.70286
1770241723.92383,1,-0.426261,-0.431117,2.77525,0.612929,1.17834,1.69107
1770241762.58028,2,1.20599,-0.482493,2.7425,0.611896,-0.453915,1.75195
1770241724.23551,2,-0.318535,-0.44482,2.76567,0.611661,1.07061,1.70774
1770241724.15512,1,-0.369566,-0.439015,2.769,0.611567,1.12165,1.70104
1770241724.04033,1,-0.38295,-0.444695,2.765,0.610971,1.13503,1.70797
1770241771.52251,3,-0.312922,-0.445136,2.76429,0.610633,1.065,1.70871
1770241724.19214,1,-0.365984,-0.435438,2.7688,0.609591,1.11806,1.69806
1770241724.19218,2,-0.322618,-0.44495,2.76314,0.609544,1.0747,1.70912
1770241724.42006,0,-0.151681,-0.184776,2.915,0.609417,0.903759,1.40787
1770241724.45471,0,-0.151681,-0.184776,2.915,0.609417,0.903759,1.40787
1770241723.86764,1,-0.422984,-0.425276,2.77433,0.609192,1.17506,1.68649
1770241724.11958,1,-0.314185,-0.447843,2.761,0.609162,1.06626,1.7127
1770241762.61974,2,1.20373,-0.478361,2.74025,0.607866,-0.451653,1.74952
1770241754.5109,2,0.964124,-0.473011,2.74343,0.607718,-0.212048,1.7433
1770241771.57068,2,-0.348794,-0.437113,2.765,0.60717,1.10087,1.70142
1770241724.48832,0,-0.151473,-0.184523,2.911,0.605837,0.903548,1.40967
1770241771.52239,1,-0.151473,-0.184523,2.911,0.605837,0.903548,1.40967
1770241754.41675,2,0.942662,-0.465944,2.74475,0.605274,-0.190588,1.73653
1770241741.7203,0,-2.01745,0.0748833,3.063,0.604599,2.76952,1.10902
1770241721.7535,3,-0.629913,-0.441659,2.75911,0.604158,1.38199,1.70832
1770241754.47312,2,0.95162,-0.467121,2.74078,0.602446,-0.199548,1.73955
1770241724.5319,0,-0.151265,-0.184269,2.907,0.602256,0.903337,1.41148
1770241723.89342,1,-0.435072,-0.420921,2.76667,0.600366,1.18714,1.6866
1770241724.25114,1,-0.357223,-0.426441,2.7598,0.597287,1.10929,1.69483
1770241724.23547,1,-0.357218,-0.430135,2.75675,0.596519,1.10929,1.69956
1770241723.81979,1,-0.436265,-0.415799,2.76208,0.593823,1.18833,1.68449
1770241771.48278,1,-0.150693,-0.183572,2.896,0.592409,0.902757,1.41643
1770241754.32193,2,0.923488,-0.457352,2.73458,0.592145,-0.171424,1.73425
1770241771.48294,3,-0.31341,-0.438883,2.74638,0.592015,1.06547,1.71235
1770241754.35666,2,0.928232,-0.456652,2.73323,0.590628,-0.17617,1.73433
1770241724.25119,2,-0.316033,-0.437578,2.74414,0.589427,1.0681,1.71235
1770241771.52247,2,-0.34665,-0.430649,2.748,0.589234,1.09871,1.70442
1770241754.3887,2,0.931833,-0.458965,2.72882,0.58799,-0.179772,1.73855
1770241762.65393,2,1.19818,-0.470896,2.719,0.58575,-0.446119,1.75381
1770241737.03545,0,-2.0023,0.074321,3.04,0.585041,2.75436,1.12111
1770241762.68923,2,1.18856,-0.468583,2.71786,0.583588,-0.436506,1.75239
1770241724.58079,0,-0.150068,-0.182811,2.884,0.581667,0.902124,1.42183
1770241721.78716,2,-0.631346,-0.429415,2.74,0.581479,1.3834,1.7074
1770241762.72002,2,1.18761,-0.466703,2.71625,0.581251,-0.435557,1.75157
1770241754.05639,1,0.879124,-0.45138,2.725,0.580822,-0.127069,1.73393
1770241754.11934,1,0.886398,-0.452198,2.72438,0.580701,-0.134343,1.73495
1770241771.45605,3,-0.309733,-0.433068,2.736,0.580126,1.06179,1.71257
1770241771.45593,1,-0.149912,-0.182621,2.881,0.578982,0.901966,1.42318
1770241762.75584,2,1.18663,-0.462792,2.71533,0.578484,-0.434577,1.74866
1770241754.28775,2,0.913676,-0.452432,2.72017,0.577209,-0.161624,1.73728
1770241721.75347,2,-0.660313,-0.428612,2.735,0.576734,1.41236,1.70923
1770241754.17341,2,0.894745,-0.450844,2.71811,0.574617,-0.142695,1.73694
1770241723.77394,1,-0.451046,-0.403032,2.74707,0.574407,1.2031,1.68105
1770241724.30904,3,-0.302698,-0.431099,2.73029,0.574205,1.05475,1.71375
1770241771.48287,2,-0.347424,-0.423511,2.73433,0.573832,1.09947,1.70516
1770241754.02293,2,0.869106,-0.449085,2.71688,0.572642,-0.117057,1.73605
1770241736.91978,0,-1.99242,0.0739543,3.025,0.572285,2.74447,1.129
1770241754.21993,2,0.903161,-0.448808,2.7163,0.572033,-0.151114,1.7361
1770241754.08905,2,0.879521,-0.44987,2.71443,0.570935,-0.127474,1.73796
1770241741.85366,0,-1.9911,0.0739054,3.023,0.570585,2.74315,1.13005
1770241724.62053,0,-0.149288,-0.18186,2.869,0.56824,0.901333,1.42858
1770241754.25508,1,0.905765,-0.450129,2.7107,0.567868,-0.153721,1.74007
1770241753.88625,2,0.845747,-0.443004,2.71388,0.566964,-0.0937035,1.73232
1770241753.98792,2,0.859792,-0.447185,2.711,0.566604,-0.107749,1.73738
1770241723.71886,2,-0.471804,-0.389952,2.74467,0.565711,1.22385,1.67098
1770241771.4204,1,-0.149132,-0.18167,2.866,0.565554,0.901175,1.42993
1770241762.79,2,1.17677,-0.456649,2.70322,0.56492,-0.424728,1.74947
1770241724.34741,3,-0.298469,-0.426485,2.72143,0.564234,1.05051,1.71424
1770241762.81728,2,1.17741,-0.45673,2.70138,0.563368,-0.425368,1.75048
1770241721.81778,2,-0.632198,-0.416349,2.72556,0.562413,1.38424,1.70341
1770241753.82172,2,0.832826,-0.442457,2.70814,0.561729,-0.0807865,1.73474
1770241771.42052,3,-0.307152,-0.423807,2.71613,0.558297,1.05919,1.71461
1770241771.45601,2,-0.346977,-0.415216,2.721,0.558136,1.09901,1.70473
1770241724.65597,0,-0.148663,-0.1811,2.857,0.557498,0.9007,1.43398
1770241753.85577,2,0.838841,-0.440657,2.70357,0.55688,-0.086805,1.73549
1770241724.309,2,-0.346084,-0.414287,2.7198,0.556632,1.09812,1.70454
1770241723.71878,1,-0.51139,-0.373188,2.7415,0.554483,1.26342,1.6581
1770241753.78704,2,0.827124,-0.439119,2.7015,0.554306,-0.0750899,1.73521
1770241737.12138,0,-1.97727,0.073392,3.002,0.552728,2.7293,1.1411
1770241753.91924,2,0.84851,-0.439655,2.699,0.552435,-0.0964777,1.73693
1770241753.95422,2,0.850266,-0.443582,2.69667,0.552405,-0.0982338,1.7415
1770241762.87513,2,1.17591,-0.451239,2.69083,0.551495,-0.423876,1.75106
1770241741.92246,0,-1.97595,0.0733431,3,0.551027,2.72798,1.14215
1770241753.75455,2,0.818302,-0.438367,2.69688,0.549926,-0.0662715,1.7369
1770241723.7153,2,-0.501898,-0.376464,2.73393,0.549609,1.25393,1.66475
1770241771.38954,0,-0.148195,-0.180529,2.848,0.549441,0.900225,1.43803
1770241771.42048,2,-0.339462,-0.414883,2.71067,0.549054,1.09149,1.70966
1770241762.91995,2,1.17376,-0.44883,2.68886,0.548571,-0.421734,1.74997
1770241724.34735,2,-0.340635,-0.408673,2.7122,0.547242,1.09266,1.70353
1770241737.15876,0,-1.97266,0.0732209,2.995,0.546775,2.72469,1.14478
1770241771.38967,2,-0.301368,-0.417533,2.70575,0.546178,1.0534,1.71443
1770241724.38998,1,-0.311963,-0.410225,2.70914,0.545409,1.06399,1.70641
1770241737.08569,0,-1.97134,0.073172,2.993,0.545074,2.72337,1.14583
1770241762.95716,2,1.16951,-0.447977,2.68386,0.543821,-0.417489,1.75176
1770241721.78704,1,-0.661227,-0.409514,2.708,0.543785,1.41325,1.70637
1770241724.42018,2,-0.288233,-0.40809,2.70557,0.541267,1.04026,1.70637
1770241753.72058,2,0.807722,-0.433893,2.68638,0.538596,-0.0557002,1.73833
1770241724.69931,1,-0.147362,-0.179515,2.832,0.535118,0.899381,1.44523
1770241771.38963,1,-0.338003,-0.405687,2.699,0.534342,1.09002,1.70761
1770241771.34573,1,-0.147258,-0.179388,2.83,0.533328,0.899276,1.44614
1770241753.67558,2,0.798259,-0.431762,2.68129,0.533119,-0.0462419,1.73906
1770241771.34585,3,-0.298568,-0.412596,2.69343,0.533052,1.05059,1.71639
1770241753.61635,2,0.787977,-0.429751,2.68186,0.532589,-0.0359601,1.73704
1770241741.98711,0,-1.96146,0.0728052,2.978,0.532319,2.71348,1.15372
1770241721.81773,1,-0.658297,-0.400299,2.696,0.528777,1.41031,1.70448
1770241723.66374,1,-0.523579,-0.368181,2.71367,0.52792,1.27559,1.66783
1770241762.98843,2,1.16573,-0.442859,2.667,0.526683,-0.413721,1.75586
1770241763.05562,2,1.16512,-0.437524,2.669,0.525715,-0.413104,1.75024
1770241763.02178,2,1.16327,-0.43891,2.66714,0.52481,-0.411257,1.75237
1770241736.28901,1,-1.70993,-0.36505,2.709,0.521366,2.46193,1.66749
1770241736.25528,1,-1.70589,-0.364983,2.7085,0.520904,2.4579,1.66768
1770241724.4548,1,-0.299926,-0.390202,2.69186,0.520389,1.05193,1.69785
1770241753.52208,2,0.766876,-0.420686,2.67263,0.520027,-0.0148697,1.73388
1770241736.1892,2,-1.68637,-0.364781,2.707,0.519522,2.43838,1.66826
1770241724.42014,1,-0.327775,-0.387939,2.6922,0.51952,1.07978,1.69573
1770241736.21728,2,-1.6938,-0.364781,2.707,0.519516,2.44581,1.66826
1770241753.58933,2,0.77672,-0.426572,2.66857,0.519507,-0.0247142,1.741
1770241771.34581,2,-0.335041,-0.398718,2.68525,0.518957,1.08705,1.70854
1770241763.09049,2,1.15965,-0.436142,2.66063,0.517784,-0.407646,1.75328
1770241753.55539,2,0.772279,-0.420524,2.66588,0.514123,-0.0202772,1.73714
1770241721.87355,2,-0.625577,-0.391015,2.683,0.512894,1.37758,1.70303
1770241724.4884,1,-0.292544,-0.382636,2.68693,0.51232,1.04454,1.69381
1770241736.15631,1,-1.67768,-0.363703,2.699,0.512079,2.42968,1.67137
1770241724.72042,1,-0.146009,-0.177867,2.806,0.511844,0.89801,1.45694
1770241723.62268,1,-0.539576,-0.363979,2.69707,0.51146,1.29158,1.67258
1770241771.30384,3,-0.284285,-0.399192,2.67613,0.51136,1.03629,1.71356
1770241733.81385,1,-1.0852,-0.376949,2.68771,0.509496,1.8372,1.6885
1770241733.90165,1,-1.09251,-0.376926,2.68757,0.509356,1.84451,1.68856
1770241733.9296,2,-1.09728,-0.376134,2.68778,0.50913,1.84927,1.68777
1770241734.00163,2,-1.10889,-0.374537,2.68811,0.508603,1.86089,1.68622
1770241763.18746,2,1.15466,-0.428556,2.65418,0.508388,-0.402662,1.74998
1770241771.30372,1,-0.145801,-0.177613,2.802,0.508263,0.897799,1.45874
1770241734.01608,2,-1.11334,-0.374388,2.687,0.507564,1.86534,1.68665
1770241733.95441,1,-1.10246,-0.375132,2.68644,0.507469,1.85446,1.68758
1770241736.1214,2,-1.67067,-0.362984,2.69367,0.507118,2.42267,1.67344
1770241734.15626,2,-1.13901,-0.367359,2.68956,0.506202,1.891,1.6793
1770241736.08684,1,-1.66245,-0.362804,2.69233,0.505883,2.41445,1.67396
1770241753.41947,2,0.745032,-0.412659,2.65986,0.504936,0.00696275,1.73339
1770241763.15476,2,1.15159,-0.429078,2.6497,0.504781,-0.399598,1.75269
1770241753.45453,2,0.752173,-0.412605,2.65943,0.504544,-0.000178477,1.73356
1770241733.85747,2,-1.08623,-0.374618,2.68278,0.504058,1.83822,1.68898
1770241734.07768,1,-1.12876,-0.370799,2.68467,0.503726,1.88075,1.68473
1770241733.77416,1,-1.07847,-0.374475,2.68178,0.503128,1.83046,1.68937
1770241737.35662,0,-1.93841,0.0719496,2.943,0.502557,2.6904,1.17213
1770241734.18656,1,-1.14626,-0.364977,2.6864,0.502269,1.89826,1.67883
1770241753.48715,2,0.75474,-0.414352,2.65563,0.502145,-0.00274724,1.73699
1770241724.75328,1,-0.145437,-0.17717,2.795,0.501997,0.89743,1.46189
1770241736.05447,1,-1.65486,-0.360508,2.689,0.501853,2.40685,1.67366
1770241771.25584,1,-0.145385,-0.177106,2.794,0.501102,0.897377,1.46234
1770241763.12077,2,1.15663,-0.430025,2.64471,0.500959,-0.404635,1.75603
1770241736.01981,1,-1.64671,-0.360346,2.68775,0.500698,2.3987,1.67415
1770241733.68918,1,-1.06506,-0.373589,2.67688,0.49846,1.81705,1.69108
1770241733.71701,1,-1.06743,-0.372942,2.67667,0.497952,1.81942,1.69062
1770241734.11431,2,-1.12905,-0.366811,2.67956,0.497301,1.88104,1.68387
1770241721.92051,2,-0.626291,-0.381798,2.67013,0.497127,1.37828,1.70157
1770241735.98704,1,-1.63213,-0.358712,2.6838,0.496475,2.38412,1.67474
1770241723.59549,1,-0.561173,-0.360691,2.68077,0.495711,1.31316,1.67798
1770241734.22208,1,-1.15189,-0.359694,2.68133,0.495224,1.90388,1.67683
1770241721.8735,1,-0.658784,-0.381495,2.668,0.495114,1.41077,1.70238
1770241733.62684,1,-1.05877,-0.372479,2.67333,0.494847,1.81076,1.69191
1770241734.25572,1,-1.15761,-0.358875,2.68133,0.494806,1.90959,1.67612
1770241763.27067,2,1.14416,-0.420478,2.64023,0.492259,-0.392174,1.75005
1770241733.66709,1,-1.06055,-0.371728,2.67013,0.491697,1.81253,1.69288
1770241734.28666,2,-1.1666,-0.356279,2.67845,0.491003,1.91858,1.67534
1770241735.95387,1,-1.62113,-0.357911,2.6778,0.4909,2.37311,1.67707
1770241763.2217,2,1.14627,-0.423487,2.63683,0.490847,-0.394292,1.75436
1770241724.53198,1,-0.283941,-0.373354,2.66564,0.489267,1.03592,1.69654
1770241771.3038,2,-0.316966,-0.387258,2.65725,0.489015,1.06895,1.71278
1770241771.25598,3,-0.271011,-0.3887,2.656,0.488701,1.02299,1.71466
1770241733.55516,1,-1.04872,-0.37152,2.66644,0.488424,1.8007,1.69456
1770241763.28793,2,1.14384,-0.418671,2.63683,0.488414,-0.391862,1.75021
1770241735.92068,1,-1.61,-0.354789,2.6764,0.488125,2.36198,1.67509
1770241733.60512,1,-1.05144,-0.371103,2.66563,0.487504,1.80342,1.69461
1770241734.32028,1,-1.17203,-0.353808,2.6745,0.486338,1.92401,1.6752
1770241734.35625,1,-1.17862,-0.351535,2.67522,0.485808,1.9306,1.67287
1770241734.38862,2,-1.19409,-0.348346,2.67409,0.48321,1.94606,1.67069
1770241742.08725,0,-1.92326,0.0713873,2.92,0.482999,2.67524,1.18423
1770241733.48767,2,-1.04312,-0.370066,2.661,0.482995,1.7951,1.69605
1770241733.51941,1,-1.04196,-0.370338,2.66013,0.482378,1.79394,1.69673
1770241771.22503,1,-0.144292,-0.175775,2.773,0.482304,0.896269,1.47179
1770241734.41619,1,-1.20278,-0.345493,2.67267,0.480533,1.95476,1.66895
1770241735.84532,1,-1.58561,-0.352301,2.66875,0.480285,2.33758,1.6768
1770241753.375,1,0.734308,-0.402851,2.63657,0.479875,0.017667,1.73668
1770241723.55055,1,-0.584743,-0.356827,2.66446,0.479665,1.33672,1.68287
1770241735.88825,2,-1.59517,-0.350846,2.6688,0.479586,2.34714,1.67552
1770241763.32026,2,1.14087,-0.41217,2.63,0.479231,-0.388899,1.74804
1770241724.58094,2,-0.245464,-0.373971,2.6535,0.479128,0.997439,1.70321
1770241771.25593,2,-0.307302,-0.380973,2.64733,0.47729,1.05927,1.71236
1770241742.12216,0,-1.91799,0.0711917,2.912,0.476197,2.66996,1.18843
1770241735.80941,1,-1.57428,-0.35141,2.662,0.474017,2.32626,1.67944
1770241723.50894,2,-0.585112,-0.363967,2.65363,0.473915,1.33708,1.69451
1770241721.95576,2,-0.623459,-0.369981,2.64956,0.473408,1.37543,1.70175
1770241753.31762,2,0.721624,-0.396897,2.6325,0.473345,0.0303449,1.7336
1770241721.92047,1,-0.658084,-0.368096,2.6505,0.473244,1.41005,1.69965
1770241763.35495,2,1.14111,-0.409069,2.62423,0.472686,-0.389138,1.74828
1770241771.22514,3,-0.263682,-0.381637,2.64,0.47133,1.01565,1.71664
1770241733.44244,2,-1.03633,-0.366324,2.649,0.470753,1.7883,1.69888
1770241753.28974,2,0.719056,-0.391655,2.63163,0.469941,0.0329109,1.72951
1770241771.17718,1,-0.143564,-0.174888,2.759,0.469771,0.895531,1.47809
1770241734.48966,1,-1.21855,-0.339657,2.66345,0.469623,1.97051,1.66856
1770241742.15352,0,-1.90943,0.0708739,2.899,0.465142,2.66139,1.19527
1770241771.2251,2,-0.293895,-0.374467,2.63567,0.463946,1.04586,1.71264
1770241763.38951,2,1.13498,-0.402872,2.61646,0.462845,-0.383022,1.74685
1770241753.22075,2,0.710265,-0.385385,2.62588,0.461805,0.0416955,1.727
1770241734.51881,2,-1.22564,-0.337564,2.65511,0.461358,1.9776,1.67097
1770241724.58087,1,-0.287159,-0.353468,2.6446,0.461061,1.03912,1.69
1770241735.7504,1,-1.54597,-0.344502,2.651,0.461057,2.29793,1.67903
1770241734.54902,1,-1.23881,-0.335991,2.65556,0.460937,1.99077,1.66938
1770241738.28522,0,-1.90613,0.0707516,2.894,0.460891,2.6581,1.1979
1770241724.78688,1,-0.143043,-0.174254,2.749,0.460819,0.895003,1.4826
1770241737.82216,0,-1.90548,0.0707272,2.893,0.46004,2.65744,1.19843
1770241733.35549,2,-1.0161,-0.360425,2.63878,0.458967,1.76806,1.69895
1770241771.17728,3,-0.248525,-0.375727,2.62763,0.457676,1.00048,1.71778
1770241734.60286,1,-1.24765,-0.335421,2.6511,0.456796,1.99961,1.67114
1770241724.62062,1,-0.252369,-0.359106,2.636,0.456512,1.00433,1.69921
1770241763.41735,2,1.1353,-0.399809,2.61085,0.456452,-0.383344,1.74704
1770241733.38349,1,-1.01973,-0.360596,2.63563,0.456329,1.77169,1.70068
1770241734.61915,2,-1.25638,-0.334858,2.64656,0.452582,2.00834,1.67295
1770241737.48819,0,-1.89955,0.0705072,2.884,0.452387,2.6515,1.20316
1770241735.73358,1,-1.53347,-0.341518,2.642,0.451791,2.28542,1.681
1770241753.25386,2,0.709243,-0.386832,2.61333,0.451708,0.0427089,1.73459
1770241737.61895,0,-1.89823,0.0704583,2.882,0.450687,2.65018,1.20421
1770241771.17723,2,-0.284406,-0.364679,2.626,0.450668,1.03636,1.70907
1770241734.65465,1,-1.26979,-0.334558,2.64422,0.450406,2.02174,1.67387
1770241721.99202,2,-0.625008,-0.359083,2.62889,0.450065,1.37696,1.70278
1770241733.32258,2,-1.00827,-0.35884,2.62938,0.450057,1.76022,1.70232
1770241735.6972,1,-1.52017,-0.340975,2.6378,0.447902,2.27212,1.68265
1770241753.14406,2,0.707358,-0.375786,2.61538,0.447893,0.0445911,1.72402
1770241734.68715,2,-1.27879,-0.334055,2.6403,0.446759,2.03074,1.67541
1770241734.72052,1,-1.28847,-0.33376,2.63789,0.444521,2.04042,1.67638
1770241771.11686,1,-0.142055,-0.173049,2.73,0.443811,0.894001,1.49115
1770241733.28763,1,-1.00073,-0.355373,2.62375,0.443457,1.75268,1.70217
1770241721.95572,1,-0.655122,-0.353596,2.624,0.443051,1.40707,1.70051
1770241735.65697,1,-1.51349,-0.34029,2.6325,0.442987,2.26544,1.68473
1770241724.65606,1,-0.24429,-0.355388,2.62179,0.442371,0.996235,1.70318
1770241734.77341,1,-1.30289,-0.334124,2.63444,0.44172,2.05483,1.67843
1770241742.19334,0,-1.88901,0.070116,2.868,0.438782,2.64095,1.21158
1770241723.50882,1,-0.619226,-0.342862,2.6245,0.438092,1.37117,1.69099
1770241734.78734,1,-1.3103,-0.332856,2.6308,0.437928,2.06224,1.67917
1770241733.24355,1,-0.995538,-0.351272,2.61856,0.436907,1.74748,1.70125
1770241735.58806,1,-1.49104,-0.339295,2.6248,0.435856,2.24298,1.68776
1770241734.817,2,-1.32349,-0.332538,2.6283,0.435599,2.07543,1.68016
1770241735.61926,1,-1.50168,-0.339256,2.6245,0.435568,2.25362,1.68788
1770241733.18557,1,-0.983684,-0.350831,2.61675,0.435135,1.73562,1.70178
1770241737.8561,0,-1.88572,0.0699938,2.863,0.43453,2.63766,1.21421
1770241737.51865,0,-1.8844,0.0699449,2.861,0.432829,2.63634,1.21526
1770241724.69938,2,-0.228695,-0.348951,2.61393,0.432356,0.980632,1.70158
1770241722.01967,2,-0.622122,-0.350576,2.61333,0.432345,1.37406,1.70329
1770241723.45045,2,-0.618979,-0.358668,2.6085,0.43226,1.37092,1.71271
1770241753.18803,2,0.701754,-0.376355,2.59643,0.431821,0.0501821,1.73408
1770241735.55417,1,-1.48593,-0.335359,2.62217,0.431599,2.23787,1.68569
1770241771.11704,3,-0.218834,-0.359353,2.60688,0.431522,0.97077,1.71413
1770241771.08799,1,-0.141326,-0.172162,2.716,0.431279,0.893262,1.49745
1770241734.87935,1,-1.34566,-0.331792,2.62233,0.430054,2.0976,1.68253
1770241738.25616,0,-1.88111,0.0698226,2.856,0.428578,2.63304,1.21789
1770241734.91798,2,-1.3592,-0.331577,2.62067,0.428496,2.11113,1.68319
1770241733.15507,2,-0.975754,-0.347239,2.60988,0.427393,1.72769,1.70215
1770241738.22007,0,-1.87979,0.0697737,2.854,0.426877,2.63172,1.21894
1770241735.47444,2,-1.47304,-0.33128,2.6184,0.426299,2.22498,1.68407
1770241735.51409,1,-1.47613,-0.332363,2.6175,0.426066,2.22806,1.68546
1770241737.80385,0,-1.87913,0.0697493,2.853,0.426027,2.63106,1.21947
1770241738.18776,0,-1.87847,0.0697248,2.852,0.425176,2.6304,1.21999
1770241763.47449,2,1.1246,-0.387494,2.58167,0.425039,-0.372667,1.75114
1770241721.99198,1,-0.651127,-0.344282,2.608,0.42454,1.40306,1.70055
1770241737.65727,0,-1.87781,0.0697004,2.851,0.424326,2.62974,1.22052
1770241734.95402,1,-1.36629,-0.33183,2.61457,0.423357,2.11822,1.68648
1770241724.72057,3,-0.197368,-0.348487,2.60367,0.423284,0.949298,1.70637
1770241734.98812,2,-1.37571,-0.33154,2.61411,0.422806,2.12764,1.68646
1770241771.08813,3,-0.20489,-0.352254,2.60075,0.422662,0.95682,1.71109
1770241735.41948,1,-1.46095,-0.328829,2.61514,0.42226,2.21288,1.6836
1770241763.51976,2,1.12512,-0.382567,2.58,0.421113,-0.373188,1.74773
1770241723.42071,2,-0.637158,-0.356828,2.59513,0.419772,1.38908,1.71788
1770241735.01988,1,-1.38636,-0.329441,2.61088,0.418944,2.13828,1.68629
1770241733.0739,1,-0.964044,-0.341777,2.6025,0.418279,1.71597,1.70116
1770241735.05322,1,-1.39222,-0.329344,2.61013,0.418243,2.14415,1.68658
1770241771.117,2,-0.251406,-0.352111,2.59533,0.417877,1.00333,1.7137
1770241735.3202,1,-1.44868,-0.326794,2.61117,0.41781,2.2006,1.68385
1770241735.11652,2,-1.41335,-0.327842,2.61,0.41736,2.16527,1.68535
1770241753.10926,2,0.698427,-0.368466,2.584,0.417107,0.0534975,1.73354
1770241735.08892,2,-1.40348,-0.328357,2.60938,0.417088,2.15541,1.68611
1770241733.12076,2,-0.96737,-0.34175,2.60078,0.416776,1.7193,1.70201
1770241735.21779,2,-1.43037,-0.325879,2.608,0.414629,2.18229,1.68466
1770241735.17469,1,-1.42793,-0.325792,2.60729,0.413971,2.17986,1.68495
1770241735.38709,1,-1.45609,-0.324669,2.60643,0.412641,2.20801,1.68441
1770241735.2559,1,-1.43653,-0.323814,2.6065,0.412287,2.18845,1.68364
1770241735.35357,1,-1.44922,-0.323495,2.60625,0.4119,2.20114,1.68349
1770241732.41658,2,-0.868364,-0.324797,2.60483,0.411797,1.62028,1.68533
1770241735.30118,2,-1.44336,-0.324278,2.60538,0.411545,2.19528,1.68461
1770241722.05407,1,-0.620411,-0.340273,2.5937,0.410197,1.37233,1.70431
1770241771.08808,2,-0.236613,-0.344186,2.58933,0.408709,0.988531,1.70989
1770241742.27598,0,-1.86464,0.0692114,2.831,0.407319,2.61656,1.23104
1770241732.99851,2,-0.943603,-0.333778,2.59433,0.407207,1.69552,1.69838
1770241732.92173,1,-0.935104,-0.331254,2.5955,0.406947,1.68702,1.69561
1770241763.5533,2,1.12368,-0.377494,2.566,0.406466,-0.371768,1.75042
1770241732.58946,1,-0.891529,-0.322767,2.59943,0.406088,1.64344,1.6863
1770241724.72052,2,-0.240551,-0.330563,2.59383,0.405713,0.992467,1.69586
1770241732.47524,1,-0.877068,-0.322726,2.599,0.405709,1.62898,1.68648
1770241733.01925,2,-0.949683,-0.33572,2.59013,0.40455,1.7016,1.70218
1770241771.04638,3,-0.189404,-0.342917,2.584,0.403502,0.941318,1.71149
1770241737.98817,0,-1.86135,0.0690892,2.826,0.403067,2.61326,1.23367
1770241724.75335,2,-0.200484,-0.333721,2.5888,0.402994,0.952397,1.70113
1770241732.52097,1,-0.87597,-0.322275,2.59543,0.402399,1.62788,1.6879
1770241732.35509,1,-0.854384,-0.322196,2.59486,0.401883,1.6063,1.68812
1770241732.88915,2,-0.929229,-0.328533,2.591,0.401693,1.68114,1.69554
1770241722.10337,1,-0.624157,-0.334245,2.58567,0.400216,1.37607,1.70316
1770241732.954,2,-0.93673,-0.332544,2.58625,0.399612,1.68864,1.7014
1770241723.39055,3,-0.657795,-0.352688,2.5735,0.398998,1.40971,1.72522
1770241723.45041,1,-0.65871,-0.338451,2.58167,0.398859,1.41062,1.70881
1770241732.32062,1,-0.84932,-0.322983,2.59033,0.39838,1.60123,1.69108
1770241732.82692,1,-0.920136,-0.325919,2.58844,0.398175,1.67205,1.69457
1770241722.01962,1,-0.651975,-0.333891,2.583,0.397714,1.40388,1.7042
1770241753.03187,2,0.701881,-0.354994,2.56888,0.397253,0.0500275,1.72955
1770241732.85657,1,-0.926075,-0.32723,2.58625,0.396938,1.67798,1.69681
1770241763.58937,2,1.12178,-0.372005,2.55615,0.395194,-0.369869,1.75065
1770241732.6172,1,-0.891199,-0.320193,2.58678,0.393869,1.64311,1.69047
1770241732.38714,1,-0.858524,-0.321101,2.586,0.393682,1.61043,1.69165
1770241732.7878,2,-0.913894,-0.323012,2.58411,0.392972,1.6658,1.69425
1770241752.98956,2,0.700141,-0.354134,2.56263,0.391422,0.0517635,1.73196
1770241732.55588,1,-0.879144,-0.319838,2.584,0.391301,1.63105,1.69156
1770241732.75346,1,-0.910704,-0.321539,2.582,0.390409,1.66261,1.69404
1770241732.08826,2,-0.807856,-0.315623,2.58271,0.38812,1.55976,1.68858
1770241732.71917,1,-0.904883,-0.319398,2.5804,0.387951,1.65679,1.693
1770241771.04634,2,-0.218551,-0.332469,2.572,0.387846,0.970452,1.70853
1770241732.68098,1,-0.899764,-0.319349,2.58,0.387585,1.65167,1.69316
1770241723.3555,2,-0.667648,-0.345208,2.56178,0.385095,1.41955,1.72468
1770241723.42068,1,-0.676022,-0.336482,2.56667,0.384903,1.42792,1.71468
1770241724.78696,2,-0.184641,-0.324138,2.57287,0.384415,0.93654,1.7009
1770241722.12199,1,-0.617444,-0.329165,2.56971,0.383887,1.36934,1.70683
1770241732.12008,1,-0.813462,-0.315063,2.57814,0.383887,1.56536,1.6904
