Time,Cam_X,Cam_Y,Cam_Z,Map_X,Map_Y,Map_Z
1770241736.35454,-0.605197,-0.325875,1.713,0.297101,2.08759,1.79653
1770241736.43951,-0.602194,-0.316865,1.713,0.297163,2.09155,1.7858
1770241743.49338,-0.456443,-0.302435,1.273,-0.198131,2.09442,1.68283
1770241736.43956,-0.605358,-0.31853,1.722,0.30256,2.10165,1.79031
1770241744.01716,-0.477463,-0.294873,1.197,-0.296953,2.1145,1.68996
1770241736.43959,-0.611396,-0.321549,1.722,0.298713,2.11451,1.79443
1770241736.53239,-0.611396,-0.321549,1.722,0.295916,2.1208,1.79521
1770241736.53247,-0.614415,-0.321549,1.722,0.292998,2.13036,1.79576
1770241736.53249,-0.617627,-0.32323,1.731,0.298583,2.14025,1.7997
1770241736.57701,-0.623697,-0.31109,1.731,0.298352,2.15214,1.78789
1770241736.66078,-0.626579,-0.312527,1.739,0.302986,2.16214,1.79086
1770241736.66082,-0.629628,-0.306429,1.739,0.30128,2.17184,1.78488
1770241736.66941,-0.632887,-0.308015,1.748,0.306933,2.18188,1.7882
1770241736.70517,-0.642081,-0.295756,1.748,0.305906,2.19798,1.77617
1770241736.75058,-0.642081,-0.295756,1.748,0.303149,2.20427,1.77617
1770241736.79384,-0.648468,-0.288037,1.757,0.310222,2.21771,1.77036
1770241736.79388,-0.648468,-0.288037,1.757,0.307177,2.22449,1.77036
1770241736.87872,-0.651789,-0.286416,1.766,0.313692,2.23472,1.76943
1770241736.87878,-0.65548,-0.288038,1.776,0.320416,2.24565,1.77174
1770241736.92322,-0.65548,-0.288038,1.776,0.317856,2.25184,1.77103
1770241736.96718,-0.658802,-0.286368,1.785,0.323387,2.263,1.77113
1770241736.96724,-0.658802,-0.286368,1.785,0.320244,2.26964,1.77113
1770241737.01247,-0.658802,-0.286368,1.785,0.317111,2.27619,1.77113
1770241737.09623,-0.658802,-0.286368,1.785,0.314281,2.28274,1.77038
1770241737.09629,-0.658978,-0.278375,1.794,0.322323,2.29012,1.76252
1770241742.31037,-0.362685,-0.292879,1.731,0.187321,2.29107,1.70441
1770241737.09632,-0.662651,-0.279927,1.804,0.329039,2.30118,1.76415
1770241742.26249,-0.366247,-0.295756,1.748,0.198892,2.3049,1.70991
1770241737.14118,-0.662651,-0.273601,1.804,0.327065,2.30799,1.75764
1770241737.18583,-0.662651,-0.270438,1.804,0.324477,2.31444,1.75453
1770241742.26242,-0.371213,-0.300359,1.757,0.202499,2.31715,1.71586
1770241737.2293,-0.66963,-0.273286,1.823,0.338249,2.33022,1.76096
1770241737.22935,-0.666434,-0.279679,1.823,0.333474,2.33464,1.76723
1770241737.31325,-0.666434,-0.279679,1.823,0.330852,2.34068,1.76611
1770241742.21859,-0.394852,-0.288135,1.739,0.177417,2.34102,1.70016
1770241737.31331,-0.663238,-0.273286,1.823,0.329535,2.34437,1.75856
1770241737.62387,-0.614633,-0.252356,1.766,0.260881,2.34638,1.71199
1770241737.35854,-0.663238,-0.273286,1.823,0.327179,2.35041,1.7567
1770241742.17368,-0.396895,-0.289626,1.748,0.182684,2.35073,1.7017
1770241737.66782,-0.614633,-0.252356,1.766,0.25821,2.35311,1.70959
1770241737.35859,-0.663238,-0.279679,1.823,0.324007,2.35673,1.75964
1770241737.44674,-0.653242,-0.271787,1.813,0.311957,2.35868,1.74591
1770241737.57933,-0.643251,-0.265793,1.794,0.290128,2.35911,1.73413
1770241737.66787,-0.614999,-0.256898,1.776,0.264848,2.36158,1.71241
1770241737.79722,-0.590088,-0.256898,1.776,0.25695,2.36231,1.70852
1770241737.40305,-0.663238,-0.279679,1.823,0.321104,2.3644,1.75689
1770241737.57942,-0.636894,-0.255071,1.785,0.278051,2.36504,1.7196
1770241737.71304,-0.614999,-0.256898,1.776,0.26175,2.36795,1.71138
1770241737.84149,-0.590088,-0.256898,1.776,0.254768,2.36829,1.70574
1770241737.79714,-0.608771,-0.256898,1.776,0.259383,2.3684,1.71091
1770241737.79719,-0.605344,-0.255452,1.766,0.247685,2.36933,1.70655
1770241737.57939,-0.646836,-0.267275,1.804,0.296008,2.37057,1.73627
1770241742.17366,-0.410271,-0.295705,1.766,0.193107,2.37279,1.70855
1770241737.93043,-0.583669,-0.255452,1.766,0.241726,2.37389,1.69557
1770241737.88592,-0.590088,-0.256898,1.776,0.252321,2.37536,1.70203
1770241737.93047,-0.583669,-0.255452,1.766,0.238988,2.38034,1.69328
1770241737.97423,-0.580746,-0.260012,1.776,0.24458,2.38574,1.70005
1770241742.17361,-0.416776,-0.300393,1.794,0.215444,2.39068,1.71586
1770241738.05901,-0.580746,-0.260012,1.776,0.241057,2.39191,1.69998
1770241738.05905,-0.5743,-0.255071,1.785,0.248884,2.39373,1.69543
1770241738.05907,-0.5743,-0.255071,1.785,0.245661,2.40019,1.69416
1770241738.10374,-0.5743,-0.255071,1.785,0.24286,2.40656,1.69188
1770241738.14808,-0.57117,-0.2582,1.785,0.240368,2.41015,1.69179
1770241738.19307,-0.57117,-0.2582,1.785,0.237394,2.41602,1.69055
1770241738.19312,-0.57117,-0.2582,1.785,0.233008,2.42098,1.69405
1770241742.08904,-0.439495,-0.298857,1.823,0.232815,2.42681,1.71836
1770241738.27761,-0.5743,-0.273849,1.785,0.226272,2.43043,1.7077
1770241742.04489,-0.441906,-0.300496,1.833,0.23767,2.43796,1.72151
1770241738.27783,-0.577196,-0.275229,1.794,0.230653,2.44201,1.70871
1770241738.32079,-0.57725,-0.276764,1.804,0.236702,2.45114,1.70972
1770241742.00109,-0.446727,-0.303775,1.853,0.250433,2.45514,1.72781
1770241738.36515,-0.580413,-0.273601,1.804,0.233357,2.46071,1.70443
1770241738.3652,-0.583309,-0.274966,1.813,0.238263,2.47083,1.70608
1770241738.40904,-0.583309,-0.281323,1.813,0.233587,2.47591,1.71312
1770241738.49392,-0.586526,-0.282875,1.823,0.239891,2.48493,1.71621
1770241738.49397,-0.586529,-0.28764,1.833,0.248069,2.4891,1.72123
1770241738.494,-0.586529,-0.294068,1.833,0.246472,2.49061,1.72633
1770241738.58723,-0.592929,-0.297277,1.853,0.265962,2.49775,1.73267
1770241738.58729,-0.602662,-0.31848,1.863,0.272423,2.50464,1.75519
1770241738.63196,-0.609132,-0.321899,1.883,0.291698,2.51209,1.76175
1770241738.63201,-0.626277,-0.330959,1.936,0.337977,2.53936,1.77912
1770241738.71614,-0.633717,-0.334891,1.959,0.358494,2.55011,1.78724
1770241739.72563,-0.931345,-0.356487,2.129,0.453384,2.84784,1.86814
1770241739.72568,-0.93747,-0.358831,2.143,0.462388,2.86026,1.8729
1770241739.76951,-0.941227,-0.343801,2.143,0.461227,2.8682,1.8581
1770241739.8533,-0.951629,-0.33576,2.116,0.428255,2.87996,1.84546
1770241739.85323,-0.946937,-0.345887,2.156,0.469013,2.88049,1.86243
1770241739.85334,-0.951629,-0.33576,2.116,0.425463,2.88347,1.84546
1770241739.98932,-0.957475,-0.341555,2.129,0.423102,2.90735,1.85344
1770241739.89831,-0.963771,-0.343801,2.143,0.441774,2.9078,1.8581
1770241739.94382,-0.963771,-0.343801,2.143,0.437663,2.91289,1.8581
1770241740.07676,-0.961208,-0.337823,2.129,0.417429,2.91796,1.84927
1770241739.98938,-0.967529,-0.340044,2.143,0.431369,2.92404,1.85441
1770241740.07682,-0.972407,-0.326624,2.129,0.41377,2.93289,1.83755
1770241740.12052,-0.972407,-0.326624,2.129,0.410415,2.93726,1.8369
1770241740.12057,-0.972407,-0.322891,2.129,0.405527,2.944,1.83323
1770241740.16494,-0.972407,-0.322891,2.129,0.399813,2.95075,1.83323
1770241740.25051,-0.972407,-0.33409,2.129,0.393064,2.95633,1.84353
1770241740.25057,-0.972407,-0.33409,2.129,0.390467,2.96013,1.84208
1770241740.77724,-0.906955,-0.29499,2.09,0.321124,2.96202,1.78218
1770241740.82229,-0.906955,-0.29499,2.09,0.317042,2.96845,1.77831
1770241740.25059,-0.976139,-0.315426,2.129,0.389855,2.96851,1.8222
1770241740.6046,-0.93472,-0.296824,2.103,0.340229,2.97277,1.79002
1770241740.73321,-0.927346,-0.300512,2.103,0.3338,2.97365,1.79557
1770241740.73326,-0.927346,-0.296824,2.103,0.332216,2.97698,1.79047
1770241740.6491,-0.93472,-0.296824,2.103,0.335941,2.97775,1.78961
1770241740.82996,-0.90891,-0.300512,2.103,0.325567,2.97786,1.78305
1770241740.29384,-0.979872,-0.319158,2.129,0.382561,2.97841,1.82587
1770241740.73329,-0.927346,-0.296824,2.103,0.330186,2.9799,1.78911
1770241740.60459,-0.949469,-0.296824,2.103,0.340172,2.98063,1.79265
1770241740.33876,-0.979872,-0.319158,2.129,0.376329,2.98551,1.82587
1770241740.38258,-0.976139,-0.319158,2.129,0.372262,2.98774,1.82587
1770241740.42698,-0.968674,-0.30796,2.129,0.369989,2.98823,1.81484
1770241740.86653,-0.914528,-0.302369,2.116,0.332306,2.99029,1.78818
1770241740.38262,-0.976139,-0.319158,2.129,0.36925,2.99113,1.82587
1770241740.512,-0.964941,-0.304227,2.129,0.366174,2.99232,1.80864
1770241740.60454,-0.961208,-0.300494,2.129,0.364771,2.9933,1.80321
1770241740.91019,-0.912681,-0.30796,2.129,0.341444,2.99513,1.79638
1770241740.51194,-0.971286,-0.306228,2.143,0.37983,2.99862,1.81445
