stamp,person_id,A_h,A_r,A_m,pos_x,pos_y,pos_z,roll,pitch,yaw,is_target,ptu_blind,bbox_u,bbox_v,bbox_w,bbox_h
1778096831.229246,1,0.964067,0.718258,0.692449,1.0636,-0.1421,1.5413,0.000,9.227,-178.119,0,0,373,133,96,110
1778096831.262615,1,0.966569,0.718258,0.694247,1.0664,-0.1406,1.5424,-0.000,8.634,-177.384,0,0,372,133,95,111
1778096831.295984,1,0.964654,0.718311,0.692922,1.0664,-0.1406,1.5424,0.000,8.929,-177.955,0,0,372,133,94,111
1778096831.362736,1,0.964873,0.718311,0.693079,1.0664,-0.1387,1.5424,0.000,8.989,-177.057,0,0,371,133,95,111
1778096831.362736,1,0.965528,0.718363,0.693600,1.0664,-0.1387,1.5424,0.000,8.989,-177.057,0,0,371,133,95,111
1778096831.396105,1,0.964679,0.718415,0.693040,1.0664,-0.1369,1.5424,0.000,8.391,-178.231,0,0,370,133,95,111
1778096831.496218,1,0.966062,0.718415,0.694033,1.0664,-0.1350,1.5424,-0.000,8.851,-177.568,0,0,370,133,95,111
1778096831.529564,1,0.964785,0.718415,0.693116,1.0664,-0.1350,1.5424,-0.000,8.490,-177.625,0,0,369,133,95,113
1778096831.529564,1,0.964158,0.718466,0.692715,1.0664,-0.1350,1.5424,-0.000,8.490,-177.625,0,0,369,133,95,114
1778096831.596326,1,0.963358,0.717893,0.691588,1.0636,-0.1310,1.5413,0.000,8.274,-177.185,0,0,368,133,95,113
1778096831.629672,1,0.962869,0.719009,0.692311,1.0668,-0.1313,1.5406,0.000,8.178,-176.981,0,0,368,134,95,114
1778096831.629672,1,0.961887,0.718516,0.691131,1.0668,-0.1313,1.5406,0.000,8.178,-176.981,0,0,368,133,96,114
1778096831.696410,1,0.963639,0.717893,0.691790,1.0636,-0.1310,1.5413,-0.000,8.224,-177.391,0,0,368,133,96,115
1778096831.729780,1,0.963360,0.717267,0.690987,1.0608,-0.1307,1.5402,0.000,8.420,-176.942,0,0,368,133,96,115
1778096831.763150,1,0.966256,0.717267,0.693064,1.0608,-0.1307,1.5402,0.000,8.678,-177.751,0,0,368,133,96,115
1778096831.763150,1,0.964227,0.717267,0.691608,1.0608,-0.1307,1.5402,0.000,8.678,-177.751,0,0,368,133,96,115
